;text;Weather;Clock;Calendar;Map;Phone;Email;Calculator;Translator;Web search;Social media;Small talk;Message;Reminders;Music
532;Can you translate this document to Russian?;0;0;0;0;0;0;0;1;0;0;0;0;0;0
533;Can you give me the translation for this phrase 'Bonjour' in English?;0;0;0;0;0;0;0;1;0;0;0;0;0;0
534;Can you translate this image with text to Hindi?;0;0;0;0;0;0;0;1;0;0;0;0;0;0
535;Can you give me some examples of how to use the word 'amazing' in a sentence?;0;0;0;0;0;0;0;1;0;0;0;0;0;0
536;Can you help me to practice my French speaking skills?;0;0;0;0;0;0;0;1;0;0;0;0;0;0
11;What is the result of 2*(3+4)?;0;0;0;0;0;0;1;0;0;0;0;0;0;0
53;Find the square root of 5.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
54;Find the median of this set of numbers.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
55;Calculate the sales tax on this purchase.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
56;Convert this number from inches to centimeters.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
57;How to calculate 12*2+121*7?;0;0;0;0;0;0;1;0;0;0;0;0;0;0
58;Convert 12 degree Celsius to Fahrenheit.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
105;Give me the result of the 5*3+2 calculation.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
114;What is the integral of the sin(x)/x function?;0;0;0;0;0;0;1;0;0;0;0;0;0;0
133;What is the primitive of the function e^x?;0;0;0;0;0;0;1;0;0;0;0;0;0;0
157;1000 euros is equal to how many dollars?;0;0;0;0;0;0;1;0;0;0;0;0;0;0
167;How much is 5/0?;0;0;0;0;0;0;1;0;0;0;0;0;0;0
183;How to quickly calculate 4.129*5+5.871*5?;0;0;0;0;0;0;1;0;0;0;0;0;0;0
195;Calculate the derivative of the function cos(x).;0;0;0;0;0;0;1;0;0;0;0;0;0;0
209;Solve the equation x^5+x+1=0.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
282;What is the result of 7 times 585.6?;0;0;0;0;0;0;1;0;0;0;0;0;0;0
283;Show me how much money all of this costs.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
284;Tell me the average of the grades in my class.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
285;Show me this number in decimal number please.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
286;Tell me how much money I should pay in US dollars.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
287;What is my average cost for meals in the last week?;0;0;0;0;0;0;1;0;0;0;0;0;0;0
288;What is the variance of the cost in clothes last year?;0;0;0;0;0;0;1;0;0;0;0;0;0;0
289;Show me the average production cost in the last ten years. ;0;0;0;0;0;0;1;0;0;0;0;0;0;0
375;Can you convert 3 cups of sugar to grams?;0;0;0;0;0;0;1;0;0;0;0;0;0;0
386;What's 0 divided by 0 ?;0;0;0;0;0;0;1;0;0;0;0;0;0;0
499;What is 23-7*(5-3) ?;0;0;0;0;0;0;1;0;0;0;0;0;0;0
500;Add 7546 and 4509.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
501;Subtract 837 from 5359.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
502;Multiply 654 by 37.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
503;Divide 685 by 5.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
504;Square 14.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
505;Square root of 421.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
506;Cube 13.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
507;Cube root of 678.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
508;Convert 12 miles to km.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
509;Calculate the tip for a 84,34 dollar bill at 10 percent.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
510;What is 12 percent of 4563?;0;0;0;0;0;0;1;0;0;0;0;0;0;0
511;Find the slope of the line that goes through the points (5, 3) and (1, 1).;0;0;0;0;0;0;1;0;0;0;0;0;0;0
512;Solve the equation x^2-x-1.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
513;Calculate the area of a circle with radius of length 2.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
514;Calculate the volume of a cube with side of length 1,2 .;0;0;0;0;0;0;1;0;0;0;0;0;0;0
515;Calculate the perimeter of a rectangle with length 3 and width 1,5.;0;0;0;0;0;0;1;0;0;0;0;0;0;0
516;Calculate the distance between (3,4) and (5,2).;0;0;0;0;0;0;1;0;0;0;0;0;0;0
517;What is the factorial of 7?;0;0;0;0;0;0;1;0;0;0;0;0;0;0
518;"Calculate the standard deviation of [14 ; 25 ; 32 ; 46 ; 5 ; 18 ; 49].";0;0;0;0;0;0;1;0;0;0;0;0;0;0
7;What can you tell me about this topic?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
79;Hey Siri, update all the applications on cellphone.;0;0;0;0;0;0;0;0;0;0;1;0;0;0
80;Hey Siri, what is the schedule today?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
81;How are you?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
82;How old are you?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
83;How's it going?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
84;How do you do?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
85;What is your plan for this summer holiday?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
118;Hey Siri, set an alarm for 8 AM;0;0;0;0;0;0;0;0;0;0;1;0;0;0
124;Hey Siri, who is pitching for Detroit this season?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
159;Hey siri, call Sara;0;0;0;0;0;0;0;0;0;0;1;0;0;0
161;Hey siri, open google;0;0;0;0;0;0;0;0;0;0;1;0;0;0
169;Hey Siri, share my ETA with Vera;0;0;0;0;0;0;0;0;0;0;1;0;0;0
178;Hey Siri, play something upbeat;0;0;0;0;0;0;0;0;0;0;1;0;0;0
201;Hey Siri, set a pizza timer for 12 minutes. ;0;0;0;0;0;0;0;0;0;0;1;0;0;0
208;Hey Siri, play ocean sounds;0;0;0;0;0;0;0;0;0;0;1;0;0;0
316;How did you spend your day?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
317;That's my advice! ;0;0;0;0;0;0;0;0;0;0;1;0;0;0
318;So, try your best to look forward to your next chance. ;0;0;0;0;0;0;0;0;0;0;1;0;0;0
319;I'm not perfect, and you shouldn't expect me to be.;0;0;0;0;0;0;0;0;0;0;1;0;0;0
320;I completely understand!;0;0;0;0;0;0;0;0;0;0;1;0;0;0
321;I like to comfort people, especially if they need it.;0;0;0;0;0;0;0;0;0;0;1;0;0;0
322;I was glad to help you.;0;0;0;0;0;0;0;0;0;0;1;0;0;0
323;I'm just a person, and I'm learning all the time!;0;0;0;0;0;0;0;0;0;0;1;0;0;0
324;It's a difficult language, even for native speakers.;0;0;0;0;0;0;0;0;0;0;1;0;0;0
325;How are you doing today?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
326;What are you doing this weekend?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
327;Are you having a good day?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
328;What?s your favorite food?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
329;What?s your favorite TV show?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
330;How is your family? ;0;0;0;0;0;0;0;0;0;0;1;0;0;0
331;What kind of hobbies do you have?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
332;Do you have pets?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
333;What is the most difficult part of your day?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
373;Can you tell me a joke?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
387;What's your name ?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
577;How are you?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
578;What's new?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
579;Tell me a joke.;0;0;0;0;0;0;0;0;0;0;1;0;0;0
580;What's your name?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
581;How old are you?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
582;What's your favorite color?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
583;What's your favorite movie?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
584;What's your favorite book?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
585;What's your favorite song?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
586;What's your favorite TV show?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
587;What's your favorite food?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
588;What's your favorite hobby?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
589;What's your favorite place to visit?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
590;What's your favorite thing to do?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
591;What's your favorite animal?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
592;What's your favorite thing about your job?;0;0;0;0;0;0;0;0;0;0;1;0;0;0
0;What's the weather like outside?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
13;How should I dress today?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
18;Is it supposed to be a bad storm?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
19;What's the temperature outside right now?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
20;What's the forecast for next week?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
21;What's the humidity percentage today?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
22;Weather forecast today.;1;0;0;0;0;0;0;0;0;0;0;0;0;0
107;Beijing has snow, the temperature ranges from -5 to -1 degrees Celsius;1;0;0;0;0;0;0;0;0;0;0;0;0;0
121;Hanoi has showers and thunderstorms in some places, in the afternoon it is cloudy and sunny.;1;0;0;0;0;0;0;0;0;0;0;0;0;0
144;Is the weather nice in Paris today?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
149;Vietnam received a historic flood, with the largest recorded rainfall in the past 20 years.;1;0;0;0;0;0;0;0;0;0;0;0;0;0
160;Is it raining outside?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
181;Today is colder than yesterday, it must be snowing.;1;0;0;0;0;0;0;0;0;0;0;0;0;0
188;Rome is very sunny these days.;1;0;0;0;0;0;0;0;0;0;0;0;0;0
196;The storm began to hit the eastern United States.;1;0;0;0;0;0;0;0;0;0;0;0;0;0
217;How cold is it at this time of year?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
218;Can I go camping today?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
219;When do the snowplows start running?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
220;What time of year is the coldest?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
221;What is the average temperature during winter?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
222;When will it snow most heavily?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
223;What months have the most rain?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
224;What is the forecast for the week in New York?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
225;How many inches of snow will we get this month in Toronto?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
226;How hot is it in July?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
227;What is the humidity like during the rainy season?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
228;How many hours of sunlight are there during spring?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
229;What is the high temperature in August?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
360;What will the weather be like tomorrow ?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
362;What's the weather like today?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
374;What's the temperature outside?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
379;What's the forecast for next Thursday?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
390;What is the current temperature?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
391;What is the forecast for tomorrow?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
392;Is it going to rain or snow today?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
393;What is the wind speed and direction?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
394;Is there a storm or severe weather warning in effect?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
395;What is the humidity level?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
396;What is the UV index?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
397;What is the air quality like?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
398;What is the temperature going to be like this week?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
399;Is there a chance of thunderstorms in the forecast?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
400;How does the current weather compare to the average for this time of year?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
401;What is the visibility like?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
402;Is there a chance of frost or freeze in the forecast?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
403;What is the barometric pressure?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
404;What is the dew point?;1;0;0;0;0;0;0;0;0;0;0;0;0;0
539;Look up the current weather.;1;0;0;0;0;0;0;0;0;0;0;0;0;0
5;How can I send an email to professor?;0;0;0;0;0;1;0;0;0;0;0;0;0;0
8;Can you remind me to do something else?;0;0;0;0;0;0;0;0;0;0;0;0;1;0
9;What songs do you recommend listening to?;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14;Can you send a message to Dave to cancel our movie tonight?;0;0;0;0;0;0;0;0;0;0;0;1;0;0
16;Please calculate 2+9.;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47;Please contact coucousss@gmail.com to get further information;0;0;0;0;0;1;0;0;0;0;0;0;0;0
48;Reply to this email as soon as possible.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
49;Don't forget to cc the manager on this email.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
50;Beware of those phishing email.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
51;Forward this email to address yyydung@outlook.com.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
52;If you haven't received the confirmation, don't forget to check you spam. ;0;0;0;0;0;1;0;0;0;0;0;0;0;0
86;I'm coming.;0;0;0;0;0;0;0;0;0;0;0;1;0;0
87;I'll be arriving home in 5 minutes.;0;0;0;0;0;0;0;0;0;0;0;1;0;0
88;Call me back this afternoon.;0;0;0;0;0;0;0;0;0;0;0;1;0;0
89;Get up honey, it's going to be late.;0;0;0;0;0;0;0;0;0;0;0;1;0;0
90;Can you pick up some milk on your way home?;0;0;0;0;0;0;0;0;0;0;0;1;0;0
91;Hey, I'm gonna be working late tonight.;0;0;0;0;0;0;0;0;0;0;0;1;0;0
92;Don't forget to take out the trash tonight before bed.;0;0;0;0;0;0;0;0;0;0;0;0;1;0
93;Submit project proposal by end of day Friday.;0;0;0;0;0;0;0;0;0;0;0;0;1;0
94;Parent-teacher conference is next Wednesday at 3pm.;0;0;0;0;0;0;0;0;0;0;0;0;1;0
95;Conference call with team at 10am tomorrow morning.;0;0;0;0;0;0;0;0;0;0;0;0;1;0
96;Don't forget to turn off the stove before leaving the house.;0;0;0;0;0;0;0;0;0;0;0;0;1;0
97;Renew your driver's license before it expires next month.;0;0;0;0;0;0;0;0;0;0;0;0;1;0
98;I'm trying to expand my music taste.;0;0;0;0;0;0;0;0;0;0;0;0;0;1
99;Have you listened to the newest album of Coldplay?;0;0;0;0;0;0;0;0;0;0;0;0;0;1
100;Play a country music.;0;0;0;0;0;0;0;0;0;0;0;0;0;1
101;I'm loving the new single from Adam.;0;0;0;0;0;0;0;0;0;0;0;0;0;1
102;I just saw Justin in concert.;0;0;0;0;0;0;0;0;0;0;0;0;0;1
103;I just discovered this amazing band.;0;0;0;0;0;0;0;0;0;0;0;0;0;1
109;Please contact xuanlong@umich.edu if you are interested in the PhD program at the University of Michigan.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
123;Please contact the email address scolarite.1a-2a@polytechnique.fr if you wish to change courses.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
127;Hi Mathew, how are you?;0;0;0;0;0;0;0;0;0;0;0;1;0;0
134;Don't forget to wake up at 4 o'clock.;0;0;0;0;0;0;0;0;0;0;0;0;1;0
136;Don't forget to submit your assignment before 11:59pm.;0;0;0;0;0;0;0;0;0;0;0;0;1;0
138;Play my favorite song. ;0;0;0;0;0;0;0;0;0;0;0;0;0;1
139;Don't forget to ask for the teacher's email address!;0;0;0;0;0;1;0;0;0;0;0;0;0;0
140;Wake up, it's 8 o'clock, go to class.;0;0;0;0;0;0;0;0;0;0;0;0;1;0
145;Remember to buy gifts for teachers.;0;0;0;0;0;0;0;0;0;0;0;0;1;0
147;Who is the author of this song?;0;0;0;0;0;0;0;0;0;0;0;0;0;1
148;What's your email address?;0;0;0;0;0;1;0;0;0;0;0;0;0;0
150;Have you eat?;0;0;0;0;0;0;0;0;0;0;0;1;0;0
151;Remember to memorize the new vocabulary.;0;0;0;0;0;0;0;0;0;0;0;0;1;0
154;Sorry for bothering you.;0;0;0;0;0;0;0;0;0;0;0;1;0;0
155;My teacher's email address is thierry.bodineau@polytechnique.edu.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
162;Email me benjamin.doerr@polytechnique.edu if you would like more information about the course.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
166;Show the lyric of this song. ;0;0;0;0;0;0;0;0;0;0;0;0;0;1
170;I love you. ;0;0;0;0;0;0;0;0;0;0;0;1;0;0
172;Don't forget to exercise at 5 o'clock.;0;0;0;0;0;0;0;0;0;0;0;0;1;0
173;If you would like a bill, email sandrine.busolin@polytechnique.edu.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
175;Please call me at 5pm if I'm still sleeping.;0;0;0;0;0;0;0;0;0;0;0;1;0;0
180;Play a famous rock song. ;0;0;0;0;0;0;0;0;0;0;0;0;0;1
187;Do you remember the lyric?;0;0;0;0;0;0;0;0;0;0;0;0;0;1
189;Do not forget to take the medicine after eating.;0;0;0;0;0;0;0;0;0;0;0;0;1;0
193;Hurry up, check in.;0;0;0;0;0;0;0;0;0;0;0;1;0;0
197;I'm busy, I'll call back later.;0;0;0;0;0;0;0;0;0;0;0;1;0;0
198;The most famous music band. ;0;0;0;0;0;0;0;0;0;0;0;0;0;1
200;Remember to buy things for your parents.;0;0;0;0;0;0;0;0;0;0;0;0;1;0
211;See you at 10 o'clock at the basketball court.;0;0;0;0;0;0;0;0;0;0;0;1;0;0
212;It took me a long time to get his email address: thomas.ghibaudo@polytechnique.edu.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
215;Please share me this music. ;0;0;0;0;0;0;0;0;0;0;0;0;0;1
216;This tune is very familiar.;0;0;0;0;0;0;0;0;0;0;0;0;0;1
271;When did I last write an email to my friend Amie?;0;0;0;0;0;1;0;0;0;0;0;0;0;0
272;What time of day is the best time to send an email to my mathematics professor?;0;0;0;0;0;1;0;0;0;0;0;0;0;0
273;How much time do I spend checking emails?;0;0;0;0;0;1;0;0;0;0;0;0;0;0
274;What day of the week do I usually write emails?;0;0;0;0;0;1;0;0;0;0;0;0;0;0
275;How much time do I spend reading emails?;0;0;0;0;0;1;0;0;0;0;0;0;0;0
276;Who do I email the most often?;0;0;0;0;0;1;0;0;0;0;0;0;0;0
277;What is the email address of my favorite coworker to send a thank-you email to?;0;0;0;0;0;1;0;0;0;0;0;0;0;0
278;What?s the date and specific demandes about the interview by Janestreet by email?;0;0;0;0;0;1;0;0;0;0;0;0;0;0
279;What?s the result of my stage in BCG?;0;0;0;0;0;1;0;0;0;0;0;0;0;0
280;Are there any new emails today?;0;0;0;0;0;1;0;0;0;0;0;0;0;0
281;Write an email to my economics professor for being absent this afternoon.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
334;Tell me if I need to respond to a text message.;0;0;0;0;0;0;0;0;0;0;0;1;0;0
335;Tell me if someone needs me now.;0;0;0;0;0;0;0;0;0;0;0;1;0;0
336;Delete the scam message.;0;0;0;0;0;0;0;0;0;0;0;1;0;0
337;How many scam messages did I receive this week?;0;0;0;0;0;0;0;0;0;0;0;1;0;0
338;Regarde this number as forbidden.;0;0;0;0;0;0;0;0;0;0;0;1;0;0
339;Show me the phone number who sends me the most SMS.;0;0;0;0;0;0;0;0;0;0;0;1;0;0
340;Set up custom alerts for SMS messages from BCG.;0;0;0;0;0;0;0;0;0;0;0;1;0;0
341;Find out the first sms between me and my girlfriend.;0;0;0;0;0;0;0;0;0;0;0;1;0;0
342;What should I do today?;0;0;0;0;0;0;0;0;0;0;0;0;1;0
343;What is the plan this week?;0;0;0;0;0;0;0;0;0;0;0;0;1;0
344;Did I have a date this month?;0;0;0;0;0;0;0;0;0;0;0;0;1;0
345;Remind me that I have a date with Hugo this Friday afternoon.;0;0;0;0;0;0;0;0;0;0;0;0;1;0
346;Remind me that I have to bug toothpaste this evening after work.;0;0;0;0;0;0;0;0;0;0;0;0;1;0
347;Give me the list of shopping this week.;0;0;0;0;0;0;0;0;0;0;0;0;1;0
348;Create a list of things to do for tomorrow.;0;0;0;0;0;0;0;0;0;0;0;0;1;0
349;Write ?MAP hw? in the list to do today.;0;0;0;0;0;0;0;0;0;0;0;0;1;0
350;"What are some of the most popular songs of all time, like ""Bohemian Rhapsody"" by Queen or ""I Will Always Love You"" by Whitney Houston?";0;0;0;0;0;0;0;0;0;0;0;0;0;1
351;How does music by artists like Beethoven or Mozart elicit specific emotions in listeners?;0;0;0;0;0;0;0;0;0;0;0;0;0;1
352;What is the history of genres like Jazz, Blues, or Rock and Roll?;0;0;0;0;0;0;0;0;0;0;0;0;0;1
353;How do artists like Taylor Swift or Ed Sheeran make a living through their music careers?;0;0;0;0;0;0;0;0;0;0;0;0;0;1
354;What is the role of music in events and ceremonies such as weddings or graduations?;0;0;0;0;0;0;0;0;0;0;0;0;0;1
355;How has music by artists like Bob Marley or Nusrat Fateh Ali Khan influenced culture and society?;0;0;0;0;0;0;0;0;0;0;0;0;0;1
356;What are the fundamental elements of music such as melody, harmony, rhythm, and timbre?;0;0;0;0;0;0;0;0;0;0;0;0;0;1
357;How has technology impacted the production and consumption of music by artists like Kendrick Lamar or Bj”rk?;0;0;0;0;0;0;0;0;0;0;0;0;0;1
358;"What is the relationship between music and memory as studied in works like ""The Mozart Effect""?";0;0;0;0;0;0;0;0;0;0;0;0;0;1
359;How has music evolved over time, from Classical to Pop, Hip-Hop to Electronic ?;0;0;0;0;0;0;0;0;0;0;0;0;0;1
364;Set a reminder for me;0;0;0;0;0;0;0;0;0;0;0;0;1;0
367;Play some music;0;0;0;0;0;0;0;0;0;0;0;0;0;1
369;Send a message to Fred;0;0;0;0;0;0;0;0;0;0;0;1;0;0
376;"Can you give me the lyrics of Katy Perry's ""Dark Horse""?";0;0;0;0;0;0;0;0;0;0;0;0;0;1
382;"Can you play ""Mama mia"" by ABBA?";0;0;0;0;0;0;0;0;0;0;0;0;0;1
385;Remind me to send my emails by 10 pm.;0;0;0;0;0;0;0;0;0;0;0;0;1;0
414;Set a reminder for tomorrow morning.;0;0;0;0;0;0;0;0;0;0;0;0;1;0
415;Show me my reminders;0;0;0;0;0;0;0;0;0;0;0;0;1;0
461;Send a message to Dad.;0;0;0;0;0;0;0;0;0;0;0;1;0;0
462;Read my new messages;0;0;0;0;0;0;0;0;0;0;0;1;0;0
479;Check my email.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
480;Read my new emails.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
481;Send an email to example@gmail.com.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
482;Reply to this email.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
483;Forward this email to rand.teach@stanford.edu.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
484;Move this email to Spam.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
485;Delete this email.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
486;Mark this email as read.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
487;Mark this email as unread.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
488;What's the subject of this email?;0;0;0;0;0;1;0;0;0;0;0;0;0;0
489;Who sent this email?;0;0;0;0;0;1;0;0;0;0;0;0;0;0
490;"Search my email for ""deadline"".";0;0;0;0;0;1;0;0;0;0;0;0;0;0
491;Create a new email with Mary.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
492;Add this.person@yahoo.fr to my contacts.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
493;Unsubscribe from this mailing list.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
494;Find all emails from Thomas Jefferson.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
495;What are my upcoming email meetings?;0;0;0;0;0;1;0;0;0;0;0;0;0;0
496;Create a new email folder.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
497;Archive this email.;0;0;0;0;0;1;0;0;0;0;0;0;0;0
498;What are my unread emails?;0;0;0;0;0;1;0;0;0;0;0;0;0;0
593;Can you read my latest text message?;0;0;0;0;0;0;0;0;0;0;0;1;0;0
594;Can you send a text message to John?;0;0;0;0;0;0;0;0;0;0;0;1;0;0
595;Can you send a message to Sarah on WhatsApp?;0;0;0;0;0;0;0;0;0;0;0;1;0;0
596;Can you send a message to my mom on Facebook messenger?;0;0;0;0;0;0;0;0;0;0;0;1;0;0
597;Can you read my latest iMessage?;0;0;0;0;0;0;0;0;0;0;0;1;0;0
598;Can you send a message to my dad on WeChat?;0;0;0;0;0;0;0;0;0;0;0;1;0;0
599;Can you send a message to my friend on WeChat?;0;0;0;0;0;0;0;0;0;0;0;1;0;0
600;Can you show me all my unread messages?;0;0;0;0;0;0;0;0;0;0;0;1;0;0
601;Can you search for a message from Sarah?;0;0;0;0;0;0;0;0;0;0;0;1;0;0
602;Can you mark the message from John as read?;0;0;0;0;0;0;0;0;0;0;0;1;0;0
603;Can you message my contact on Snapchat?;0;0;0;0;0;0;0;0;0;0;0;1;0;0
604;Can you search for a message from my contact?;0;0;0;0;0;0;0;0;0;0;0;1;0;0
605;Can you send a message to my group chat on iMessage?;0;0;0;0;0;0;0;0;0;0;0;1;0;0
606;Can you send a message to my work chat on Slack?;0;0;0;0;0;0;0;0;0;0;0;1;0;0
607;Can you message my friend on Instagram?;0;0;0;0;0;0;0;0;0;0;0;1;0;0
608;Can you send a message to my friend on LinkedIn?;0;0;0;0;0;0;0;0;0;0;0;1;0;0
609;Can you message my friend on Snapchat?;0;0;0;0;0;0;0;0;0;0;0;1;0;0
610;Can you send a message to my contact tomorrow at 2 PM?;0;0;0;0;0;0;0;0;0;0;0;1;0;0
611;Can you read my last message on WhatsApp?;0;0;0;0;0;0;0;0;0;0;0;1;0;0
612;Can you forward the message I received yesterday to my email?;0;0;0;0;0;0;0;0;0;0;0;1;0;0
613;Create a new reminder;0;0;0;0;0;0;0;0;0;0;0;0;1;0
614;Set a reminder to call John at 3 PM;0;0;0;0;0;0;0;0;0;0;0;0;1;0
615;Remind me to buy milk at 5 PM;0;0;0;0;0;0;0;0;0;0;0;0;1;0
616;Show me all my upcoming reminders;0;0;0;0;0;0;0;0;0;0;0;0;1;0
617;Mark the reminder to take out the trash as complete;0;0;0;0;0;0;0;0;0;0;0;0;1;0
618;Set a location-based reminder for when I leave work;0;0;0;0;0;0;0;0;0;0;0;0;1;0
619;Schedule a weekly reminder for me to call my mom;0;0;0;0;0;0;0;0;0;0;0;0;1;0
620;Search for all my reminders about groceries;0;0;0;0;0;0;0;0;0;0;0;0;1;0
621;Set a reminder for me to take my medication at 8 AM;0;0;0;0;0;0;0;0;0;0;0;0;1;0
622;Set a reminder for me to buy a birthday gift for my friend;0;0;0;0;0;0;0;0;0;0;0;0;1;0
623;Set a reminder for me to submit my project on Friday;0;0;0;0;0;0;0;0;0;0;0;0;1;0
